TARGET,SK_ID_CURR,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_CONTRACT_TYPE,CODE_GENDER,NAME_EDUCATION_TYPE,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_HOUSING_TYPE
0,100082,0.4953220993120526,0.44763472524615805,-16133,-2564,147533.8045486549,355225.42755255505,14888.449403707113,Cash loans,F,Higher education,295682.9558047833,Commercial associate,House / apartment
0,100991,0.4996349020075219,0.7864463486855808,-24770,-2720,171338.10071296102,555219.9788133467,26391.381152835373,Cash loans,M,Secondary / secondary special,484887.2600941898,Commercial associate,House / apartment
0,100789,0.6864526028637743,,-15796,-9173,231337.77838558584,865341.5702394414,58859.63519030713,Cash loans,F,Secondary / secondary special,729116.3506942824,Working,Municipal apartment
0,100894,0.6972701442737232,0.705867078592042,-19141,-9830,107599.4763200991,352264.65630413004,17418.52344619918,Cash loans,F,Secondary / secondary special,300569.4809936813,Working,House / apartment
0,100398,0.6999977767111801,0.7892588247763146,-14988,-3060,207694.21742160994,947853.1694373685,48364.025324104034,Cash loans,M,Higher education,803408.1457174835,Working,House / apartment
0,100323,0.39832667543413075,0.7753486956045291,-13312,-6960,110786.9911494228,491339.67851472885,48779.62832737283,Cash loans,F,Incomplete higher,396654.8142669056,Working,House / apartment
0,100519,0.699977779822234,0.7482894868232335,-12314,-6742,287178.82014640764,826063.1696317417,81375.94401720929,Cash loans,F,Secondary / secondary special,724895.6172838864,Working,House / apartment
0,100916,0.5840794315609209,0.76354280866908,-20426,-5120,280336.0449184335,816273.6815883993,59141.05712400724,Cash loans,M,Secondary / secondary special,733175.0871447176,Commercial associate,House / apartment
0,100922,0.3201651851019643,0.6831622341910426,-24333,-8521,151381.234432391,703794.3477463135,47773.63166936262,Cash loans,M,Secondary / secondary special,664413.1037542943,Working,Municipal apartment
1,100005,0.13006414902760463,0.1972196116532886,-11183,-924,52672.18700938503,168284.52561836876,13805.661751158996,Cash loans,M,Secondary / secondary special,149824.58715901244,Working,House / apartment
0,100731,0.4418702987474372,0.561171844383479,-22414,-2859,97825.30955295583,271505.8879371278,12383.587983747893,Cash loans,F,Higher education,252630.69811386414,Working,House / apartment
0,100465,0.6812643026204064,0.6778977788559126,-23425,-2720,150720.135760045,376550.2852944716,17614.636355563445,Cash loans,F,Higher education,335066.8448536183,Working,House / apartment
0,100097,0.4882994041346848,0.5598478385988459,-14891,-7069,163882.90180370066,701088.508917499,56801.6341219863,Cash loans,M,Secondary / secondary special,626700.213554687,Working,House / apartment
0,100266,0.6414109550217317,0.6220810966174164,-17006,-2831,238274.27887568637,1183430.7175254053,76266.75812647006,Cash loans,F,Secondary / secondary special,1007307.0281047809,Working,With parents
0,100357,0.4225011435196411,0.636130350157524,-24751,-6224,170557.53179395947,833546.773939377,40959.349292389896,Cash loans,F,Incomplete higher,726416.9063503545,Working,House / apartment
0,100868,0.6341154812027268,0.7928980018512684,-21959,-8294,94269.2619890963,315077.2436356186,,Cash loans,F,Secondary / secondary special,313621.0021469321,Working,House / apartment
0,100798,0.46143820290687376,0.6956314899501335,-20321,-4022,297438.95061747596,1070088.917082961,66094.9019552216,Cash loans,F,Secondary / secondary special,990328.1720651325,Working,House / apartment
0,100380,,0.411244489439311,-17483,-6254,289192.58347139106,584707.5499502287,28755.444465535234,Cash loans,M,Secondary / secondary special,503689.61038395925,Pensioner,House / apartment
0,100631,0.6054718501484453,0.6562030631633154,-16244,-5887,148856.13865820487,514871.4117900382,21343.868828720904,Cash loans,F,Secondary / secondary special,490674.0763016884,Working,Municipal apartment
0,100381,0.36537180899460975,0.5614343436071065,-14843,-4183,216082.01555561184,561882.0591006585,33183.76694396586,Cash loans,F,Secondary / secondary special,527778.6724874495,Working,House / apartment
0,100490,0.6345720933993341,0.7757839249149959,-21141,-2181,109145.7859591606,439553.88691053085,,Cash loans,F,Higher education,376025.4869739469,Working,House / apartment
0,100118,,0.7771258826892546,-14079,-3784,111280.18447916154,272374.3275916537,19432.89850186029,Cash loans,F,Higher education,244581.2768498154,Commercial associate,House / apartment
0,100900,0.6659740758182844,0.40489797616320233,-12173,-5198,299018.9682385093,610616.4377871807,32166.636059857603,Cash loans,F,Higher education,,Commercial associate,House / apartment
0,100250,0.6130947292337282,0.4996409427507451,-19020,-9309,271663.8301346103,1135713.6731556524,98301.06263366663,Cash loans,F,Higher education,1118625.061136188,Working,House / apartment
0,100523,0.679712647501246,0.5109726123087733,-12896,-8851,175180.55503190486,644972.1469123006,55890.68953358781,Cash loans,F,Secondary / secondary special,611450.3452374677,Pensioner,House / apartment
1,100009,0.12694663449982427,0.10583059692943526,-14830,-1381,114299.45038541082,284199.9803579009,12917.849859255984,Cash loans,M,Secondary / secondary special,227887.30503670147,Working,House / apartment
0,100196,0.30444857910685946,,-19825,-3512,231614.12057215083,744696.706665237,,Revolving loans,M,Secondary / secondary special,711525.1900774615,Working,House / apartment
0,100603,0.34315109144948736,0.5082950065198224,-19760,-4097,268757.6838904887,842547.2443467359,62686.59227540287,Cash loans,F,Secondary / secondary special,720358.4078381053,Working,House / apartment
0,100081,0.6718075611325941,0.5760564647914448,-17862,-4014,178164.9761115818,642217.9134023781,40290.871894907395,Cash loans,F,Incomplete higher,555611.5938616833,Pensioner,House / apartment
0,100783,0.6184418618746832,0.49154303030591984,-12717,-7539,202315.5492329799,804519.2061241127,47228.14924564966,Cash loans,M,Secondary / secondary special,690229.1769142705,Working,House / apartment
0,100587,0.3988773068487856,0.6163805898263358,-16542,-4599,149706.69949258116,464645.54335216957,23578.38214356399,Cash loans,M,Higher education,419876.4413026307,Working,House / apartment
0,100797,0.5351046131451144,0.711897964966759,-17343,-7907,178887.79676306818,523722.0321659695,32195.854928903453,Cash loans,F,Secondary / secondary special,511796.2490618763,State servant,House / apartment
0,100239,0.6401047897132681,0.6044484574734474,-17804,-4904,98128.83934423818,285315.5344338962,15337.307622205008,Cash loans,M,Higher education,285209.4791893432,Pensioner,House / apartment
0,100290,0.6789370971855897,0.5710997591347816,-17732,-1733,133013.78325384288,511374.4762328588,22748.99834318547,Cash loans,F,Secondary / secondary special,476372.3099079026,Working,House / apartment
0,100211,0.4617234099376655,0.7223005726700776,-13015,-5920,135132.4274102856,289796.1127222159,27962.285075269207,Cash loans,F,Secondary / secondary special,233807.37365093172,Commercial associate,House / apartment
0,100717,0.595912254136145,0.704744256901369,-18550,-5818,199800.5161265726,632543.6127355896,49982.698429491276,Cash loans,M,Secondary / secondary special,628811.6341490282,Pensioner,House / apartment
0,100359,0.32931894227787084,0.4987679746299072,-24804,-6910,283659.74068843725,661701.8333319159,37266.115901603735,Cash loans,F,Secondary / secondary special,630026.3829710343,Pensioner,With parents
0,100449,0.4957666190433646,0.4393196178120878,-19104,-3330,271357.05075231486,658113.7148733285,29934.19457439522,Cash loans,F,Secondary / secondary special,579057.0385633222,Working,House / apartment
0,100227,0.4959455274727791,0.7620228005943728,-18512,-5406,285293.5004698532,807383.7931226634,80366.56160454315,Cash loans,F,Secondary / secondary special,796919.3655667495,Working,House / apartment
0,100950,0.48164739010461755,0.7113953773995406,-13927,-8486,198350.2801133188,549229.4191467614,34499.79745946805,Cash loans,M,Incomplete higher,462562.3183073222,Working,House / apartment
0,100946,0.6564976588227359,0.4078789410542656,-15546,-4861,205850.40454369417,812562.1173521527,37192.02865300012,Cash loans,M,Secondary / secondary special,678577.0846228986,Working,House / apartment
0,100796,0.6255392276252719,0.5535454095932392,-20318,-1533,178539.3304657163,765755.9413601988,32442.977399850777,Cash loans,M,Secondary / secondary special,714401.9404425623,State servant,House / apartment
0,100501,0.5670312692943904,0.6159013117117459,-19395,-8353,258464.80656783073,1109358.0804690982,49227.18485763957,Cash loans,F,Secondary / secondary special,974507.5129849457,Commercial associate,House / apartment
0,100464,0.6814211860033738,0.6864536332748725,-19812,-7783,179688.25305715535,652538.3571442912,46741.51604532799,Cash loans,M,Secondary / secondary special,,Pensioner,House / apartment
0,100362,0.39374738338487975,,-23241,-9947,134830.2590900645,493188.07806786476,38890.53930553922,Cash loans,F,Higher education,491621.15850466193,Working,House / apartment
0,100468,0.5447239997843238,,-22452,-9442,211319.26779384207,444538.5844074229,18006.3456880889,Cash loans,M,Secondary / secondary special,369692.6867977016,State servant,House / apartment
0,100935,0.6067422117639463,0.5477204618917016,-12474,-3315,98437.287926929,371878.8134614371,24052.09210689236,Cash loans,F,Incomplete higher,308781.0651396834,Pensioner,With parents
0,100428,0.6822412149688521,0.6744720785555067,-20095,-7950,269418.9567967364,644388.2417775769,35625.46960141714,Cash loans,F,Higher education,597260.0272104751,State servant,House / apartment
1,100007,0.17806946583479752,0.4080919635483788,-10075,-1949,54547.243302467665,262024.71132934626,13260.860613929473,Cash loans,F,Secondary / secondary special,239545.8249431806,Working,House / apartment
0,100155,0.6667238326031746,0.4387131189646054,-12732,-1676,195032.45094246033,870917.0538068095,50385.204641667486,Cash loans,M,Secondary / secondary special,779713.8292086403,Commercial associate,Rented apartment
0,100541,0.36867169407213213,0.7085119686507662,-16090,-2309,183702.5795071374,691593.7071249613,33405.580287955534,Cash loans,F,Secondary / secondary special,663323.134109122,Pensioner,House / apartment
0,100440,0.4207125594864893,0.675210846570464,-14574,-1293,160362.63596345647,653413.6857549208,,Cash loans,F,Secondary / secondary special,649863.8413494322,Working,House / apartment
0,100482,0.5295423484885632,0.6075333366743264,-21818,-4530,253542.48846016597,593742.3900637991,53104.023763754936,Cash loans,M,Higher education,,Working,Municipal apartment
0,100422,0.3451875181121897,,-18998,-9070,239164.62003756815,533610.498383854,28438.897285131006,Cash loans,F,Secondary / secondary special,530564.022651699,State servant,House / apartment
0,100778,0.6779906493558179,0.7162735810068297,-21027,-4733,153059.63511455277,538310.4614888012,32743.265592131138,Cash loans,F,Secondary / secondary special,482271.551123239,Working,House / apartment
0,100949,0.5212936432728952,0.4796883168055236,-19823,-8482,153238.99053495887,716635.715236151,71223.56426174699,Cash loans,F,Secondary / secondary special,589786.8149365732,State servant,House / apartment
0,100334,0.3107998546845628,0.7597459834326861,-16162,-7447,113504.52939223008,244836.41520432386,10132.51450705082,Cash loans,F,Incomplete higher,243412.54818183216,Commercial associate,House / apartment
0,100576,0.4994104673888042,0.6869208395811344,-23032,-9088,271338.26412973343,1258792.799184355,108037.29244102327,Cash loans,M,Secondary / secondary special,1111298.6852183163,Working,House / apartment
0,100934,0.51215689061456,0.7952772830760204,-12731,-3220,245530.5858244136,522642.1999489269,48092.930869063704,Cash loans,F,Higher education,482447.06634508865,Commercial associate,Municipal apartment
0,100567,0.472860032738795,,-18884,-6393,261577.9545278051,567143.8737900639,33305.89108230257,Cash loans,M,Incomplete higher,551722.2395769769,Working,Municipal apartment
0,100594,,0.7315576516361875,-17919,-6812,215243.5427147832,1073616.3278242438,89533.21469082669,Cash loans,M,Higher education,861727.1784891605,Pensioner,House / apartment
0,100530,0.48041840727866225,0.6043806884474398,-12218,-9168,205298.67830834695,537899.3644283764,51598.827612974565,Cash loans,F,Secondary / secondary special,494072.4359815305,Working,House / apartment
0,100581,0.6824403812009326,,-23159,-4172,251893.354466739,924880.8759865562,38918.916533844415,Cash loans,M,Higher education,741100.239612255,State servant,House / apartment
0,100707,0.6953202131829584,0.5041748434520217,-13023,-3331,231547.43266848812,1152325.297884656,87972.23695764784,Cash loans,F,Higher education,925984.2955451524,Commercial associate,House / apartment
0,100448,0.6196266934736991,,-22992,-6174,268280.0239880581,721796.5344354879,32948.459511977184,Cash loans,F,Higher education,625226.708091445,Pensioner,Municipal apartment
0,100453,0.6141354316103221,0.7774981721495785,-13638,-7640,274535.19610955263,1099073.3511440242,,Cash loans,F,Higher education,1032739.7235998459,Working,With parents
0,100228,0.4113010435472985,0.5281520570544092,-21270,-8051,156050.51962137246,503692.45843900956,24776.053164645156,Cash loans,F,Secondary / secondary special,478819.05856251443,Working,House / apartment
0,100352,,0.5438315399057388,-24856,-1932,269748.74148964783,1075129.5051121127,50927.81921041553,Cash loans,F,Secondary / secondary special,1070707.666779695,Working,Rented apartment
0,100728,0.40098558237305343,0.49569507495165815,-14602,-3507,155792.52359291687,622538.6730764866,42113.14544821997,Cash loans,F,Higher education,559731.8734718709,Working,House / apartment
0,100212,0.4805660151661192,0.49094839627231845,-13261,-4541,258662.3581288202,961866.2978936002,42366.512300847564,Cash loans,F,Secondary / secondary special,780046.2118237403,Working,House / apartment
1,100079,,0.17845106625955123,-12794,-1566,79889.87142739474,165738.69885532078,7866.703535235274,Cash loans,F,Secondary / secondary special,157996.41068078435,Working,House / apartment
0,100148,0.4107424612840171,0.5716153220180304,-21309,-2474,137282.67410796875,619568.3543403114,,Cash loans,F,Higher education,556386.5731326712,Pensioner,House / apartment
0,100302,0.4851019838169158,0.6232111403645936,-24591,-2624,146110.24719884954,410679.73244725156,19795.916895981416,Cash loans,F,Secondary / secondary special,405355.5846318052,Commercial associate,House / apartment
0,100628,0.3096175448874775,,-21097,-3603,128822.7486541491,381780.1993843525,16183.73954610311,Cash loans,F,Higher education,311508.805109447,Working,House / apartment
0,100777,0.3657285401258799,0.42495920821494604,-15156,-7727,264970.6838770934,886257.8466520136,43917.23171253796,Cash loans,F,Secondary / secondary special,875311.84577704,Commercial associate,House / apartment
0,100506,0.5906550250619322,0.5914761025585155,-12447,-4627,252648.40558768655,552680.6490322237,26081.068667244555,Cash loans,F,Higher education,495045.9179848944,Working,House / apartment
0,100342,0.39140455181689915,0.4545300593532451,-23168,-3468,149997.6058761766,569963.6641193355,45439.30321162233,Revolving loans,F,Secondary / secondary special,461436.573378277,Commercial associate,House / apartment
0,100485,0.6685110328142669,0.7479364280389521,-15186,-4797,236109.4886690403,472671.7135032687,27647.481414669688,Cash loans,F,Secondary / secondary special,405931.13675802486,Working,House / apartment
0,100711,0.4602853420323713,0.7630024698021788,-19816,-6461,280512.4506688644,726725.6329214524,58591.451118510435,Cash loans,F,Secondary / secondary special,620202.8950262226,Commercial associate,House / apartment
0,100133,0.5600531206688738,0.6029946819422911,-20210,-8927,172328.99659129084,448611.6604990214,35986.914860893856,Revolving loans,F,Secondary / secondary special,442395.53993635334,Commercial associate,House / apartment
0,100703,,0.5365949409879366,-18052,-1476,131793.17561861005,434959.9560904585,41405.95059118382,Cash loans,M,Secondary / secondary special,424524.435294721,Working,House / apartment
0,100311,0.6899855831247351,0.7274560864575166,-21483,-4399,184854.3176188224,869948.077381464,52709.7030967995,Cash loans,F,Higher education,827262.423883017,Working,House / apartment
0,100722,0.505288853479485,0.5580176154584732,-20009,-2581,165476.91109515674,629174.1362731635,41155.47577659206,Revolving loans,F,Secondary / secondary special,539061.6080384223,Working,House / apartment
0,100629,0.4294700897429775,0.6391788301341527,-24147,-5856,299412.9877096647,799845.0136449183,39590.385002567054,Cash loans,M,Secondary / secondary special,791757.5715616251,State servant,House / apartment
1,100000,0.20025304626132223,0.26257620029809225,-12101,-1732,59478.154666687165,149355.9127669582,9362.715767679669,Cash loans,F,Higher education,148890.44375255133,Commercial associate,House / apartment
0,100316,0.5802002178653802,0.6345511924037036,-14246,-5335,151940.99390725952,687698.4206835285,40689.57279740428,Cash loans,M,Secondary / secondary special,617464.2128900859,Commercial associate,House / apartment
0,100706,0.6440485305561804,,-12743,-5283,147009.87559680612,522022.47559445683,27296.8571662927,Cash loans,M,Secondary / secondary special,445893.2801618425,Working,House / apartment
0,100547,0.686407686457973,0.4163914118710812,-16179,-7798,132796.2478936213,490664.428606684,25777.360137596974,Cash loans,M,Secondary / secondary special,418668.10879913525,State servant,House / apartment
0,100872,0.5177712047679752,0.7146176428427686,-19933,-9421,156499.13280367132,602844.1403777592,,Cash loans,F,Secondary / secondary special,,Commercial associate,House / apartment
0,100532,0.6885854450124524,,-16280,-3079,254365.3673778515,701574.580421836,41948.38743927661,Cash loans,M,Secondary / secondary special,615286.8757800346,Working,House / apartment
0,100477,0.5117842123130365,,-18499,-9430,234902.22527050803,730945.8855112164,31131.370694555633,Cash loans,F,Higher education,695718.6710452248,Commercial associate,House / apartment
0,100404,0.6364507647581766,0.5599254593770949,-12426,-6997,245395.13746961392,625506.6825518177,25265.152244676632,Cash loans,F,Higher education,516605.32926301245,Commercial associate,House / apartment
0,100172,0.40857630136323553,0.4207042550694269,-12908,-1911,241880.75327110916,1179402.1242309397,73194.24430855898,Cash loans,F,Higher education,1104198.652129682,Pensioner,House / apartment
0,100125,0.4735126677690382,0.7875107724505657,-21998,-2601,168515.7708755032,766182.9774531361,44104.1845627439,Cash loans,F,Secondary / secondary special,707732.5179597749,State servant,House / apartment
0,100394,,0.7018532788439433,-24994,-3525,159558.59436959354,350366.1635309321,16653.678113448208,Cash loans,F,Secondary / secondary special,320092.5502872946,Commercial associate,House / apartment
0,100420,0.3810347362446171,0.7047537402423368,-21393,-9134,92780.02740294728,235551.16233961904,,Cash loans,F,Higher education,191791.69025034524,Pensioner,House / apartment
0,100552,0.40887582293144265,0.7583967498056574,-16152,-6894,202591.04251218966,987990.9309342861,65868.2799194086,Cash loans,F,Higher education,933853.098849556,Working,House / apartment
0,100903,0.49166139270942477,0.5600367099687895,-19389,-9645,148171.6942751803,631708.4762848594,42763.37122670202,Cash loans,M,Higher education,562632.2483291893,Working,Rented apartment
0,100090,0.525289639891166,0.7686165750396258,-24336,-6833,240265.56719955127,505692.1615916105,25521.35058071162,Cash loans,F,Secondary / secondary special,493904.78152286523,Working,House / apartment
0,100939,0.33199942880650296,0.41870512899312495,-19179,-1536,231027.70971267528,675701.5552953783,28145.68255035042,Revolving loans,F,Higher education,592182.1136488811,Working,House / apartment
0,100181,0.5199021442162812,0.4483150562159546,-22300,-6324,216446.57793304522,468325.50123811245,24030.534674975497,Cash loans,F,Secondary / secondary special,,Pensioner,House / apartment
0,100274,0.6188205081980864,,-21772,-2403,175921.31669985794,523646.892909651,39537.38990911855,Cash loans,F,Secondary / secondary special,461761.5980110951,Working,House / apartment
0,100895,0.6213545560314939,0.5489244749410834,-14969,-7961,248116.97987698176,1163783.5452504752,71343.11152510143,Cash loans,M,Secondary / secondary special,1104162.7084611834,Working,House / apartment
1,100069,0.3442422925062973,0.13914738162298282,-10929,-1294,61077.73142786619,273885.46346010914,13261.143325312356,Cash loans,M,Secondary / secondary special,245301.80397938984,State servant,House / apartment
0,100291,0.5253088630448833,0.6843873113140863,-12044,-5596,243796.34157011303,534977.631013997,48715.440460760954,Cash loans,F,Higher education,510620.95336878323,Working,House / apartment
0,100131,0.6748990355416427,0.7393567907178553,-15156,-3460,93177.98002210811,404312.50729526917,36055.982711767836,Cash loans,F,Secondary / secondary special,379523.2551904436,Working,House / apartment
0,100300,0.6125377690219929,,-20204,-2024,240595.59549924458,1128963.316532572,49932.739256668145,Cash loans,M,Secondary / secondary special,926540.0286284421,Working,House / apartment
0,100424,0.37150975257194413,0.6686372590276073,-23296,-5716,120534.88913942203,531030.6933138475,47338.5194759863,Cash loans,M,Higher education,495046.6758893834,Working,House / apartment
0,100326,,,-23539,-3399,224251.03556095835,1110678.610713278,72359.16795044122,Cash loans,F,Secondary / secondary special,970910.1153008738,Working,House / apartment
0,100144,0.5966568331691685,0.5845473706019508,-21162,-3530,189560.8667125202,877422.8257916084,37405.90092804036,Cash loans,M,Secondary / secondary special,716421.3888839284,Commercial associate,House / apartment
0,100423,0.5391157458855881,0.5009690103788327,-17670,-2180,138863.08693398154,551877.6012763509,25866.175870138708,Cash loans,M,Secondary / secondary special,,Working,House / apartment
0,100580,0.3223408917276653,0.7230497801928009,-18025,-1900,158670.88391218963,785702.029855408,37429.71218104627,Cash loans,F,Higher education,637618.5254143295,Working,House / apartment
0,100135,0.6377947974953829,0.7425418827704756,-18096,-5373,136973.7944403168,529874.8707957603,21465.48093783198,Cash loans,F,Secondary / secondary special,507416.7121633691,Working,House / apartment
0,100450,0.37816283286907526,0.5011115669045224,-12027,-6464,164449.4797438453,750027.2404801071,47044.03795939999,Cash loans,F,Incomplete higher,705662.0879900686,Working,Municipal apartment
0,100164,0.6044510007724434,0.7587292141215932,-14592,-2471,288859.2824306633,1115295.9774481668,48570.239457766715,Cash loans,F,Secondary / secondary special,1055654.965166601,Working,House / apartment
1,100028,0.38652116172164575,0.3926815090752356,-8300,-583,101651.6201693732,349521.06435209664,23204.047961265744,Revolving loans,F,Secondary / secondary special,316538.2970712492,Working,House / apartment
0,100773,0.551115314095937,0.57400257518967,-15069,-8837,222639.14124552294,743551.2718360857,43445.52811127734,Cash loans,F,Higher education,677433.4449170624,Commercial associate,House / apartment
0,100193,0.5171028042964966,0.7584664057501336,-19691,-4322,282382.80461340956,1004883.0367846116,67076.83842308077,Cash loans,M,Secondary / secondary special,840969.4704985912,Pensioner,House / apartment
0,100388,,0.7755865991267572,-14379,-9231,137182.30863947587,477991.72134776233,41807.7360596154,Cash loans,F,Secondary / secondary special,456531.6229677395,Working,Municipal apartment
0,100852,0.614332676412467,0.707647694246262,-19167,-5031,277075.07049881265,920774.0576660509,50403.734234637705,Revolving loans,F,Incomplete higher,837022.6987539213,Working,House / apartment
0,100169,0.6341881917363644,0.6977363089788742,-23622,-4973,237471.85431296023,872433.4910266207,86670.37775924076,Cash loans,F,Secondary / secondary special,813431.7238830576,Working,House / apartment
0,100705,0.6140202430109066,0.49057271308860173,-17505,-5991,215275.8516469773,825825.7704829721,43783.34981242152,Cash loans,M,Secondary / secondary special,685881.0056761719,Commercial associate,House / apartment
0,100140,,0.5058030755591367,-14106,-4232,195902.2180829039,779984.2097490932,38588.47152114158,Cash loans,F,Secondary / secondary special,668010.0826863076,State servant,House / apartment
0,100173,0.5262161025596378,0.5728733918768191,-21318,-3437,179097.6700917234,722186.7556251135,30498.47351130483,Cash loans,F,Secondary / secondary special,681095.8090424576,Pensioner,House / apartment
1,100006,,0.25982914097349974,-14717,-521,145290.07833352548,680371.5634486568,37510.82062020899,Cash loans,M,Secondary / secondary special,546053.2410830627,Working,House / apartment
0,100745,0.5189733846926977,0.4495383433098521,-22965,-9023,292851.6441039732,1141703.9443854454,67399.73445214576,Cash loans,F,Incomplete higher,986082.439283442,Working,House / apartment
0,100478,0.45151550043861466,0.590006915891921,-13070,-1588,217032.1350359082,794255.1665314038,45251.75617630653,Revolving loans,F,Secondary / secondary special,637837.927355851,Working,House / apartment
1,100073,0.250975305942716,0.2414242781719509,-14707,-371,112129.41574664699,393625.8707488324,28994.11004495501,Cash loans,M,Secondary / secondary special,362086.1030642312,State servant,House / apartment
0,100910,0.6346847502445974,,-17094,-4914,151172.1315188385,412884.1786093524,17609.44070696078,Cash loans,F,Secondary / secondary special,411729.0273689613,Pensioner,House / apartment
0,100813,,0.6403099294823615,-14118,-5757,184147.59627857365,733775.541880913,29746.5100980669,Cash loans,M,Secondary / secondary special,656733.1360016034,Commercial associate,House / apartment
0,100238,0.5067435575657832,0.7729615006757785,-13444,-1118,251445.56088526236,933366.4935681398,40288.60630102702,Revolving loans,M,Higher education,795027.8334731008,Pensioner,House / apartment
0,100145,0.48576195482691675,0.7557799614485259,-12757,-2919,126368.89012169928,471848.38832095166,,Cash loans,F,Higher education,450098.46956038405,Working,House / apartment
0,100792,,,-17389,-6126,267113.12570821104,1170647.72796467,56308.584045668045,Cash loans,F,Secondary / secondary special,1031995.7076578217,Commercial associate,House / apartment
0,100234,0.6177374372573687,0.7732744246201765,-22780,-6639,289784.5674653381,606193.2167350187,24299.700299251414,Cash loans,F,Secondary / secondary special,,State servant,House / apartment
0,100220,0.4443126154319479,0.5988626210779168,-17469,-7210,126891.13601915467,572780.8824621069,,Cash loans,M,Secondary / secondary special,516634.3712112361,Working,House / apartment
0,100923,0.4629943122579776,0.516594598287559,-15283,-5300,129305.3370287438,614891.1692651971,54787.81348517855,Cash loans,M,Secondary / secondary special,514602.00584064296,Working,House / apartment
0,100500,0.37178080975683264,0.4267439672636952,-14269,-8300,180627.30170900954,454420.8940674971,22309.689220100245,Cash loans,M,Secondary / secondary special,370557.1377520379,Working,House / apartment
0,100132,0.6979793506144627,0.5895798150394033,-20157,-1283,161747.33096761367,663912.4995898453,49408.036920852755,Cash loans,F,Secondary / secondary special,647770.4962247089,Working,House / apartment
0,100990,0.5357992116331012,0.6775181362930807,-22264,-1680,277824.1186792607,1026249.0065636587,59507.79384680939,Cash loans,F,Secondary / secondary special,880040.0696212689,Pensioner,House / apartment
0,100774,0.421360629596156,0.4952559409083306,-14316,-9174,230689.66946822568,809779.8321699094,33121.07630661774,Cash loans,F,Secondary / secondary special,685427.535649286,Commercial associate,House / apartment
0,100185,,0.48175287083463947,-17144,-8666,100330.58171833646,449990.3711017611,26077.431716304767,Revolving loans,M,Higher education,420010.25874133065,Pensioner,House / apartment
1,100041,0.2826292114946254,0.45637140026466977,-9197,-990,131034.37476009432,627472.882479839,45574.92366642368,Cash loans,F,Secondary / secondary special,591993.3822037774,State servant,Municipal apartment
0,100696,0.442687669397971,0.7880111005082098,-18763,-9639,168208.67379194938,794253.3342943549,38781.71827602455,Cash loans,F,Secondary / secondary special,657080.6289067293,Working,House / apartment
0,100108,0.3302753370186866,0.4403805215572448,-23797,-6425,91964.11956272184,200937.13432806672,10143.57163071256,Cash loans,F,Secondary / secondary special,186588.31661069478,Pensioner,House / apartment
0,100588,0.44041460246794073,0.7985282452139235,-18101,-8764,107049.30925555057,491436.8687175407,20575.33456172614,Cash loans,M,Secondary / secondary special,404072.6154388259,Commercial associate,House / apartment
1,100056,0.08302201642082238,0.15754479382999007,-9318,-545,127137.09467087497,418652.43868187803,38549.13804599314,Cash loans,M,Secondary / secondary special,375746.3646651368,State servant,House / apartment
0,100405,0.41708167052164447,0.6227619606449184,-17427,-4875,136781.8222495461,419148.6354260901,,Cash loans,F,Secondary / secondary special,338812.99225011555,Working,House / apartment
0,100442,0.3492462640010328,0.4774646105193453,-14489,-4006,243113.95847676226,535541.1845985176,26673.919904615384,Cash loans,F,Secondary / secondary special,468646.3449482435,Working,House / apartment
0,100757,0.5729781538668888,0.7913564253470047,-24154,-9337,129633.60062257982,582263.6517983373,38085.16617831749,Revolving loans,F,Secondary / secondary special,481626.792220467,Pensioner,House / apartment
0,100997,0.5932845092177781,0.5333817562796215,-12584,-4057,292135.99189122324,1364816.5578589563,69330.36376923205,Cash loans,M,Secondary / secondary special,1298110.2592906016,Working,Municipal apartment
1,100024,0.334954129519944,0.44190227458089665,-8183,-1210,70655.15920000648,196641.4298979973,16125.974030236754,Cash loans,F,Secondary / secondary special,192784.84385877117,Working,House / apartment
0,100467,0.6546434712617527,0.7755091468818581,-12391,-6559,226621.66667172365,1073179.31125381,43880.13277425163,Cash loans,F,Secondary / secondary special,897261.6347827115,Pensioner,House / apartment
0,100539,0.35776805691797564,0.5714597482431781,-17060,-5827,94432.47199815333,373358.2230350622,16266.096259385347,Revolving loans,M,Higher education,369640.27416047663,Commercial associate,House / apartment
0,100531,0.44863817400035627,0.6342185190400542,-13597,-3217,93479.7342121508,395245.51905866386,19493.880008453834,Cash loans,F,Secondary / secondary special,343050.2874383464,State servant,House / apartment
0,100618,0.46499481469015125,0.7930628003548694,-18713,-1529,180901.49444516771,895514.6495671498,37466.45188145263,Cash loans,F,Secondary / secondary special,782938.7718270697,State servant,House / apartment
0,100694,0.6272512008330715,,-14112,-7845,114406.47279644865,240444.5087642609,15813.589267988189,Cash loans,F,Higher education,212023.56130586017,Working,House / apartment
0,100926,,0.49318523538132986,-23904,-1514,233637.8497357212,1032611.8404921354,45604.551679074895,Cash loans,M,Higher education,870895.6846495753,Working,House / apartment
0,100338,0.4929190841273312,0.5746999225129437,-15326,-3256,282609.9043311641,1090921.6912240644,,Cash loans,F,Higher education,907128.0266258088,State servant,House / apartment
